business,industry,order,stage,capital,revenue,inputs,maintenance,profit_after_tax,payback_hours,npc_profit,utility_stress_profit,upgrade_payback_hours,input_output_scale_ratio
livestock_v2,agrarian,5,43,8513514.07,758043.8791,150242.3217,8430.5954,521452.737,16.3265,372641.0254,545798.5008,10.3231,0.785714
livestock_v2,agrarian,5,44,9388937.6,891663.4415,175577.8048,9911.0947,614371.8515,15.2822,440052.9512,643568.1135,9.4214,0.780612
livestock_v2,agrarian,5,45,10369411.95,1057115.274,206796.4871,11744.2944,729559.8085,14.2132,523753.1942,764836.303,8.512,0.77551
livestock_v2,agrarian,5,46,11467543.23,1264444.7207,245727.6429,14041.4962,874067.756,13.1197,628922.816,917055.5655,7.5991,0.770408
livestock_v2,agrarian,5,47,12697450.26,1528004.0425,294980.2802,16961.7228,1057973.9743,12.0017,762971.0908,1110879.828,6.6877,0.765306
livestock_v2,agrarian,5,48,14074946.13,1868968.3619,358397.8867,20739.5936,1296152.867,10.859,936838.2659,1362035.6192,5.7835,0.760204
livestock_v2,agrarian,5,49,15617741.51,2319836.3006,441871.7921,25735.1921,1611439.5053,9.6918,1167326.1603,1694669.4543,4.8933,0.755102
livestock_v2,agrarian,5,50,20378897.59,3445904.2534,651925.1898,38211.9793,2397517.3633,8.5,1740623.6387,2523307.7038,6.0569,0.75
oilseed_farm,agrarian,6,1,273277.8,7151.1816,686.9333,182.0,5465.556,50.0,4508.5453,6015.5816,,1.0
oilseed_farm,agrarian,6,2,286277.8,7486.8652,715.5091,187.9803,5727.537,49.9827,4728.2483,6305.6162,49.6219,0.994898
oilseed_farm,agrarian,6,3,300837.8,7868.2663,748.1034,194.775,6025.0875,49.9309,4977.683,6634.9751,48.9329,0.989796
oilseed_farm,agrarian,6,4,317145.0,8301.1202,785.1902,202.4864,6362.6959,49.8444,5260.6244,7008.6337,48.3021,0.984694
oilseed_farm,agrarian,6,5,335409.06,8791.9773,827.3109,211.2312,6745.4886,49.7235,5581.3843,7432.2741,47.7127,0.979592
oilseed_farm,agrarian,6,6,355864.81,9348.3393,875.0816,221.1429,7179.3398,49.5679,5944.906,7912.4091,47.1492,0.97449
oilseed_farm,agrarian,6,7,378775.25,9978.7874,929.2058,232.3744,7670.9703,49.3777,6356.8468,8456.4907,46.6009,0.969387
oilseed_farm,agrarian,6,8,404434.94,10693.1404,990.4844,245.1008,8228.073,49.1531,6823.685,9073.0504,46.0592,0.964285
oilseed_farm,agrarian,6,9,433173.8,11502.6685,1059.8323,259.5228,8859.4826,48.8938,7352.8634,9771.8877,45.5154,0.959184
oilseed_farm,agrarian,6,10,480105.07,12811.871,1174.1806,282.8465,9878.7142,48.6,8205.3794,10899.0284,46.0457,0.954082
oilseed_farm,agrarian,6,11,516155.09,13854.9138,1262.9833,301.4286,10692.7367,48.2716,8888.0275,11800.2134,44.2863,0.94898
oilseed_farm,agrarian,6,12,556531.12,15038.3271,1363.4899,322.5114,11616.5235,47.9086,9662.9155,12823.0208,43.7071,0.943877
oilseed_farm,agrarian,6,13,601752.27,16381.791,1477.2701,346.4455,12665.5256,47.511,10543.0822,13984.601,43.1087,0.938775
oilseed_farm,agrarian,6,14,652399.96,17908.0104,1606.1243,373.6355,13857.578,47.0789,11543.5864,15304.7552,42.4878,0.933674
oilseed_farm,agrarian,6,15,709125.37,19643.2089,1752.1224,404.5484,15213.2882,46.6122,12681.8352,16806.3664,41.8418,0.928571
oilseed_farm,agrarian,6,16,772657.83,21617.6859,1917.6465,439.7243,16756.4741,46.111,13977.9547,18515.8871,41.1697,0.92347
oilseed_farm,agrarian,6,17,843814.18,23866.5823,2105.4431,479.7889,18514.7748,45.5752,15455.3124,20464.02,40.4688,0.918367
oilseed_farm,agrarian,6,18,923509.3,26430.6385,2318.683,525.4681,20520.244,45.0048,17141.0182,22686.3775,39.7389,0.913265
oilseed_farm,agrarian,6,19,1012767.83,29357.231,2561.0365,577.606,22810.1719,44.3998,19066.6239,25224.3972,38.9788,0.908163
oilseed_farm,agrarian,6,20,1158491.33,34043.6649,2953.182,661.0959,26473.5666,43.7603,22144.0629,29282.9653,39.7783,0.903061
oilseed_farm,agrarian,6,21,1270457.23,37890.3355,3268.2997,729.6253,29486.3972,43.0862,24680.1936,32623.6607,37.163,0.897959
oilseed_farm,agrarian,6,22,1395859.04,42296.2357,3627.6091,808.1175,32938.643,42.3776,27587.4575,36452.2758,36.3247,0.892857
oilseed_farm,agrarian,6,23,1536309.07,47349.8542,4037.8353,898.1489,36900.0669,41.6343,30924.9815,40846.3873,35.4544,0.887755
oilseed_farm,agrarian,6,24,1693613.1,53155.2049,4506.8446,1001.5726,41452.7053,40.8565,34762.3245,45897.2363,34.5523,0.882653
oilseed_farm,agrarian,6,25,1869793.61,59834.9091,5043.8685,1120.5731,46693.3068,40.0441,39181.5515,51712.4441,33.6184,0.877551
oilseed_farm,agrarian,6,26,2067115.79,67533.9427,5659.7715,1257.7332,52736.3011,39.1972,44279.7637,58419.3217,32.653,0.872449
oilseed_farm,agrarian,6,27,2288116.63,76424.2631,6367.3822,1416.1164,59717.4651,38.3157,50172.2207,66168.9546,31.6567,0.867347
oilseed_farm,agrarian,6,28,2535637.57,86710.5513,7181.9004,1599.3691,67798.4752,37.3996,56996.2214,75141.2771,30.63,0.862245
oilseed_farm,agrarian,6,29,2812861.02,98637.3492,8121.4088,1811.8478,77172.5606,36.449,64915.9184,85551.3719,29.5734,0.857143
oilseed_farm,agrarian,6,30,3517336.84,126681.1084,10368.3354,2311.454,99181.1475,35.4638,83480.9295,109976.344,32.0091,0.852041
oilseed_farm,agrarian,6,31,3865085.94,143241.2283,11653.5121,2606.4766,112213.6785,34.444,94506.2379,124457.3607,26.6832,0.846939
oilseed_farm,agrarian,6,32,4254564.93,162557.7355,13145.3548,2950.6047,127421.7451,33.3896,107377.5515,141358.7656,25.61,0.841837
oilseed_farm,agrarian,6,33,4690781.4,185157.5075,14882.1572,3353.225,145222.249,32.3007,122449.5452,161144.8904,24.5058,0.836735
oilseed_farm,agrarian,6,34,5179343.84,211685.8025,16910.6397,3825.8328,166125.9171,31.1772,140156.8496,184384.6406,23.3721,0.831633
oilseed_farm,agrarian,6,35,5726533.78,242938.1896,19288.1916,4382.6016,190762.6349,30.0192,161035.6628,211779.7445,22.2103,0.826531
oilseed_farm,agrarian,6,36,6339386.51,279902.8404,22085.8381,5041.1356,219915.004,28.8265,185752.3795,244202.1718,21.0224,0.821429
oilseed_farm,agrarian,6,37,7025781.56,323817.3814,25392.2303,5823.4836,254563.4507,27.5993,215142.076,282744.4352,19.8103,0.816327
oilseed_farm,agrarian,6,38,7794544.02,376246.4267,29319.0717,6757.5195,295947.7569,26.3376,250261.0144,328788.2083,18.5762,0.811224
oilseed_farm,agrarian,6,39,8655557.98,439188.9032,34008.6316,7878.8546,345652.2328,25.0412,292459.3205,384099.3084,17.3227,0.806122
oilseed_farm,agrarian,6,40,11028188.48,590647.0966,45447.3369,10577.1184,465121.698,23.7103,393769.5535,516980.0416,19.8597,0.80102
oilseed_farm,agrarian,6,41,12108244.39,687739.1399,52581.0255,12306.8362,541880.612,22.3449,459012.9374,602439.3893,14.0708,0.795918
oilseed_farm,agrarian,6,42,13317907.01,806564.3534,61270.5014,14423.7356,635857.0013,20.9448,538921.995,707084.9839,12.872,0.790816
oilseed_farm,agrarian,6,43,14672729.14,953430.0437,71959.8531,17040.1829,752054.1067,19.5102,637764.0724,836495.2821,11.6597,0.785714
oilseed_farm,agrarian,6,44,16190129.93,1137076.6925,85263.2534,20311.8915,897406.3464,18.041,761454.5823,998402.4585,10.4395,0.780612
oilseed_farm,agrarian,6,45,17889618.81,1369932.7744,102052.4784,24460.278,1081775.4156,16.5373,918407.2239,1203803.3726,9.2179,0.77551
oilseed_farm,agrarian,6,46,19793046.35,1670228.2032,123604.2698,29810.1124,1319628.0242,14.999,1120966.0454,1468830.7969,8.0026,0.770408
oilseed_farm,agrarian,6,47,21924885.2,2065738.397,151861.3632,36856.2205,1633008.1076,13.4261,1387942.4524,1818068.4208,6.8027,0.765306
oilseed_farm,agrarian,6,48,24312544.71,2600841.8871,189924.4738,46389.2163,2057139.5314,11.8186,1749397.5827,2290799.7522,5.6295,0.760204
oilseed_farm,agrarian,6,49,26986723.36,3350901.4079,243054.7307,59751.705,2651842.6257,10.1766,2256387.3252,2953741.4276,4.4967,0.755102
oilseed_farm,agrarian,6,50,35142251.5,5221410.6019,376171.5043,93075.2709,4134382.5293,8.5,3519795.9542,4606134.5161,5.5011,0.75
sugar_farm,agrarian,7,1,442135.1,9172.7781,938.1333,294.0,6908.3609,64.0,5637.0225,7573.9781,,1.0
sugar_farm,agrarian,7,2,463135.1,9601.3761,976.958,303.6161,7239.0978,63.9769,5912.0479,7938.9609,63.4946,0.994898
sugar_farm,agrarian,7,3,486655.1,10088.6892,1021.2782,314.5493,7614.9897,63.9075,6224.4847,8353.6981,62.5712,0.989796
sugar_farm,agrarian,7,4,512997.5,10642.0737,1071.7442,326.965,8041.7271,63.792,6579.0777,8824.4764,61.7298,0.984694
sugar_farm,agrarian,7,5,542500.99,11269.9779,1129.0988,341.0526,8525.849,63.6301,6981.2814,9358.5215,60.9423,0.979592
sugar_farm,agrarian,7,6,575544.9,11982.0515,1194.1865,357.0288,9074.8275,63.4221,7437.3326,9964.0919,60.1916,0.97449
sugar_farm,agrarian,7,7,612554.08,12789.3752,1267.9744,375.1418,9697.2453,63.1678,7954.3967,10650.6748,59.4603,0.969388
sugar_farm,agrarian,7,8,654004.36,13704.6258,1351.564,395.6763,10402.9254,62.8674,8540.6783,11429.1306,58.7381,0.964286
sugar_farm,agrarian,7,9,700428.67,14742.3697,1446.2151,418.9592,11203.16,62.5206,9205.614,12311.9465,58.0134,0.959184
sugar_farm,agrarian,7,10,771646.98,16323.4998,1592.8041,454.4332,12420.3484,62.1276,10215.1606,13653.7198,58.5105,0.954081
sugar_farm,agrarian,7,11,829881.63,17661.5788,1714.1554,484.4544,13452.7831,61.6885,11073.5757,14792.9965,56.4052,0.94898
sugar_farm,agrarian,7,12,895104.44,19180.6459,1851.5806,518.5361,14625.1604,61.2031,12048.6097,16086.8443,55.633,0.943878
sugar_farm,agrarian,7,13,968153.99,20906.2748,2007.2526,557.2522,15957.3399,60.6714,13156.8887,17557.2412,54.8346,0.938775
sugar_farm,agrarian,7,14,1049969.49,22867.9926,2183.6686,601.2652,17472.2612,60.0935,14417.626,19229.5784,54.0064,0.933673
sugar_farm,agrarian,7,15,1141602.85,25099.9588,2383.703,651.3415,19196.4755,59.4694,15853.0711,21133.251,53.145,0.928572
sugar_farm,agrarian,7,16,1244232.21,27641.7448,2610.6684,708.3688,21160.7556,58.799,17489.0244,23302.3355,52.2478,0.92347
sugar_farm,agrarian,7,17,1359177.09,30539.2603,2868.3924,773.3773,23400.8168,58.0825,19355.4423,25776.3878,51.3133,0.918367
sugar_farm,agrarian,7,18,1487915.36,33845.8817,3161.3058,847.5646,25958.1998,57.3197,21487.1821,28601.4242,50.3398,0.913265
sugar_farm,agrarian,7,19,1632102.22,37623.8096,3494.5429,932.3259,28881.3385,56.5106,23924.9074,31831.1089,49.326,0.908163
sugar_farm,agrarian,7,20,1868936.97,43703.4811,4036.4247,1068.7291,33580.5447,55.6554,27839.4187,37020.7025,50.3989,0.903061
sugar_farm,agrarian,7,21,2049804.97,48681.9788,4470.8339,1180.4265,37436.7251,54.7539,31058.9057,41283.3061,46.9034,0.897959
sugar_farm,agrarian,7,22,2252377.12,54391.3819,4966.7893,1308.5224,41860.9811,53.8061,34754.3992,46174.8151,45.7867,0.892857
sugar_farm,agrarian,7,23,2479257.93,60949.0285,5533.8018,1455.6494,46944.8323,52.8122,39002.8707,51796.7071,44.6277,0.887755
sugar_farm,agrarian,7,24,2733364.44,68493.2532,6183.0323,1624.9114,52796.2193,51.772,43895.1428,58268.6895,43.4267,0.882653
sugar_farm,agrarian,7,25,3017963.73,77187.6985,6927.6212,1819.9794,59542.8851,50.6855,49538.7475,65732.4574,42.1837,0.877551
sugar_farm,agrarian,7,26,3336714.94,87226.4969,7783.0919,2045.2094,67336.4302,49.5529,56061.3504,74356.197,40.8994,0.872449
sugar_farm,agrarian,7,27,3693716.29,98840.8208,8767.8448,2305.7878,76357.4537,48.374,63615.1017,84340.3017,39.5744,0.867347
sugar_farm,agrarian,7,28,4093557.8,112307.0094,9903.7845,2607.9146,86821.92,47.1489,72382.0162,95924.4452,38.2095,0.862245
sugar_farm,agrarian,7,29,4541380.3,127956.7687,11217.0886,2959.0317,98989.1641,45.8775,82580.7503,109396.4821,36.8056,0.857143
sugar_farm,agrarian,7,30,5616462.35,162804.6205,14187.0076,3740.8766,126042.7605,44.56,105222.3084,139331.7859,39.739,0.852041
sugar_farm,agrarian,7,31,6178210.89,184620.7523,15991.7585,4230.3422,143026.8269,43.1962,119478.6219,158148.3196,33.075,0.846939
sugar_farm,agrarian,7,32,6807369.25,210149.0615,18093.3507,4803.0941,162909.7765,41.7861,136176.129,180180.8835,31.6431,0.841837
sugar_farm,agrarian,7,33,7512026.62,240121.4258,20548.6061,5475.5526,186264.6224,40.3299,155798.6789,206065.9046,30.1718,0.836735
sugar_farm,agrarian,7,34,8301242.87,275441.0977,23427.3921,6267.983,213798.7788,38.8274,178943.8071,236589.1951,28.6632,0.831633
sugar_farm,agrarian,7,35,9185165.07,317231.3116,26816.289,7205.5862,246392.2096,37.2786,206355.0296,272728.3683,27.1196,0.826531
sugar_farm,agrarian,7,36,10175157.94,366900.7583,30823.5105,8319.9675,285148.8339,35.6837,238965.3734,315710.0015,25.5438,0.821429
sugar_farm,agrarian,7,37,11283949.95,426233.0021,35585.631,9651.1428,331466.7186,34.0425,277956.8124,367087.6886,23.9387,0.816327
sugar_farm,agrarian,7,38,12525797.0,497510.7347,41276.9107,11250.3264,387135.6429,32.3551,324842.8953,428850.5379,22.3077,0.811224
sugar_farm,agrarian,7,39,13916665.7,583691.4707,48122.4847,13183.8732,454475.0482,30.6214,381585.5764,503576.5806,20.6546,0.806122
sugar_farm,agrarian,7,40,17659492.97,785889.2196,64382.6122,17720.372,612294.0248,28.8415,514417.0854,678622.48,23.716,0.80102
sugar_farm,agrarian,7,41,19404198.67,921349.6601,74999.2091,20759.5558,718264.0788,27.0154,603821.3586,796277.6739,16.4641,0.795918
sugar_farm,agrarian,7,42,21358269.05,1089000.7913,88078.012,24520.9684,849469.5754,25.1431,714562.6466,941976.7777,14.8932,0.790816
sugar_farm,agrarian,7,43,23546827.87,1298995.3006,104384.474,29232.3949,1013879.2357,23.2245,853387.1347,1124580.0658,13.3116,0.785714
sugar_farm,agrarian,7,44,25998013.75,1565837.1849,125010.2556,35219.2464,1222878.6841,21.2597,1029935.1181,1356747.7905,11.7282,0.780612
sugar_farm,agrarian,7,45,28743341.94,1910922.1692,151563.3503,42961.5563,1493265.6184,19.2486,1258431.1535,1657159.1708,10.1533,0.77551
sugar_farm,agrarian,7,46,31818109.51,2367080.7636,186508.0721,53195.9081,1850817.8016,17.1914,1560706.5946,2054480.6495,8.5995,0.770408
sugar_farm,agrarian,7,47,35261849.19,2987242.3377,233813.3601,67109.8227,2337097.6648,15.0879,1971964.0073,2594933.8877,7.0818,0.765306
sugar_farm,agrarian,7,48,39118837.63,3862354.8395,300293.5802,86743.804,3023526.1861,12.9382,2552699.6973,3357948.5887,5.6189,0.760204
sugar_farm,agrarian,7,49,43438664.69,5162588.2267,398691.3479,115915.7767,4043743.5589,10.7422,3416117.7828,4492153.7561,4.2342,0.755102
sugar_farm,agrarian,7,50,56514904.69,8483461.5557,650725.8212,190422.728,6648812.3156,8.5,5620257.7847,7387978.7244,5.0195,0.75
greenhouse_v2,agrarian,8,1,806260.0,17163.5287,5033.3333,546.0,10078.25,80.0,5634.823,9192.5287,,1.0
greenhouse_v2,agrarian,8,2,845260.0,17949.5497,5236.982,563.5032,10569.6861,79.9702,5940.6635,9660.631,79.3593,0.994898
greenhouse_v2,agrarian,8,3,888940.0,18844.5076,5469.8995,583.4323,11128.323,79.8809,6287.3246,10192.0679,78.1903,0.989795
greenhouse_v2,agrarian,8,4,937861.6,19861.9101,5735.4984,606.0879,11762.6817,79.732,6680.1925,10795.0124,77.1198,0.984693
greenhouse_v2,agrarian,8,5,992653.79,21017.2044,6037.6645,631.8141,12482.5213,79.5235,7125.4525,11478.8354,76.1172,0.979591
greenhouse_v2,agrarian,8,6,1054021.05,22328.086,6380.8372,661.0049,13299.0322,79.2555,7630.2081,12254.2898,75.1579,0.974489
greenhouse_v2,agrarian,8,7,1122752.38,23814.7909,6770.0749,694.1114,14225.026,78.928,8202.6089,13133.6981,74.2244,0.969388
greenhouse_v2,agrarian,8,8,1199731.46,25500.5755,7211.156,731.6506,15275.2589,78.5408,8852.0758,14131.2759,73.2971,0.964286
greenhouse_v2,agrarian,8,9,1285948.03,27412.0777,7710.6791,774.2161,16466.6488,78.0941,9589.4274,15263.3334,72.3664,0.959183
greenhouse_v2,agrarian,8,10,1412253.35,30211.209,8452.8441,836.5477,18201.9809,77.5879,10653.1533,16905.3167,72.7845,0.954082
greenhouse_v2,agrarian,8,11,1520403.42,32673.8321,9092.9784,891.3858,19739.8371,77.0221,11608.2123,18368.7977,70.3252,0.94898
greenhouse_v2,agrarian,8,12,1641531.5,35469.0672,9817.8086,953.6305,21486.9364,76.3967,12694.9103,20032.5435,69.331,0.943878
greenhouse_v2,agrarian,8,13,1777194.95,38643.6849,10638.7201,1024.3234,23473.1581,75.7118,13932.5444,21925.488,68.3023,0.938775
greenhouse_v2,agrarian,8,14,1929138.01,42251.699,11568.7996,1104.6669,25733.0622,74.9673,15343.4929,24081.1373,67.2343,0.933673
greenhouse_v2,agrarian,8,15,2099314.24,46355.5502,12623.1017,1196.0521,28306.6648,74.1632,16953.7355,26538.3331,66.1237,0.928571
greenhouse_v2,agrarian,8,16,2289911.62,51027.6172,13819.0066,1300.0905,31240.4125,73.2997,18793.4933,29342.204,64.9672,0.923469
greenhouse_v2,agrarian,8,17,2503380.68,56351.9154,15176.5922,1418.6528,34588.3033,72.3765,20897.9912,32545.2764,63.7623,0.918367
greenhouse_v2,agrarian,8,18,2742466.03,62426.1397,16719.0874,1553.9144,38413.23,71.3938,23308.3662,36208.8033,62.5072,0.913265
greenhouse_v2,agrarian,8,19,3010241.62,69364.1358,18473.4507,1708.4109,42788.5785,70.3515,26072.7217,40404.3266,61.201,0.908163
greenhouse_v2,agrarian,8,20,3425097.15,79975.1785,21179.7835,1944.6993,49460.1053,69.2497,30265.7683,46786.792,62.183,0.903061
greenhouse_v2,agrarian,8,21,3760994.86,89102.3998,23463.6283,2147.9455,55237.0186,68.0883,33938.5319,52341.7179,58.1448,0.897959
greenhouse_v2,agrarian,8,22,4137200.29,99568.7711,26070.7892,2381.012,61871.7638,66.8673,38167.821,58729.0286,56.7023,0.892857
greenhouse_v2,agrarian,8,23,4558550.37,111589.7805,29051.3732,2648.6977,69504.0474,65.5868,43046.067,66085.4976,55.2063,0.887755
greenhouse_v2,agrarian,8,24,5030462.46,125419.8602,32464.2551,2956.6678,78299.0755,64.2468,48682.8377,74573.0413,53.6567,0.882653
greenhouse_v2,agrarian,8,25,5559004.0,141360.3331,36378.8596,3311.6329,88452.7613,62.8472,55208.3441,84383.8592,52.0542,0.877551
greenhouse_v2,agrarian,8,26,6150970.53,159769.4019,40877.3509,3721.5686,100198.3197,61.388,62777.9265,95746.9729,50.3992,0.872449
greenhouse_v2,agrarian,8,27,6813973.04,181074.37,46057.3506,4195.9908,113814.2949,59.8692,71577.4794,108936.1617,48.693,0.867347
greenhouse_v2,agrarian,8,28,7556535.85,205787.2082,52035.3047,4746.2999,129634.8751,58.2909,81830.5097,124280.2188,46.9365,0.862245
greenhouse_v2,agrarian,8,29,8388206.2,234524.0529,58950.7976,5386.2162,148062.7239,56.6531,93806.8296,142175.65,45.1312,0.857143
greenhouse_v2,agrarian,8,30,10336598.6,297251.7901,74273.5176,6783.0469,188089.8463,54.9556,119608.1088,180903.0078,48.6768,0.852041
greenhouse_v2,agrarian,8,31,11379845.89,337336.422,83784.6301,7675.6574,213912.237,53.1987,136516.535,206064.5635,40.4009,0.846939
greenhouse_v2,agrarian,8,32,12548282.85,384303.1139,94874.805,8721.5187,244214.9075,51.3821,156408.765,235625.5502,38.5589,0.841837
greenhouse_v2,agrarian,8,33,13856932.25,439531.6592,107851.7148,9951.3562,279903.8718,49.506,179896.399,270481.1675,36.6682,0.836735
greenhouse_v2,agrarian,8,34,15322619.58,504733.6565,123095.7084,11403.2838,322104.1579,47.5704,207740.0788,311743.8227,34.7317,0.831633
greenhouse_v2,agrarian,8,35,16964189.39,582049.9469,141080.9308,13124.9746,372224.3161,45.5752,240893.5868,360807.2416,32.7527,0.826531
greenhouse_v2,agrarian,8,36,18802747.57,674183.4602,162404.1039,15176.617,432044.3832,43.5204,280563.9954,419433.9019,30.7348,0.821429
greenhouse_v2,agrarian,8,37,20861932.73,784582.7784,187824.3046,17635.0055,503837.4175,41.4061,328294.7604,489875.8269,28.6822,0.816327
greenhouse_v2,agrarian,8,38,23168220.11,917700.9962,218318.9156,20599.3016,590541.0177,39.2322,386083.1219,575045.1485,26.5997,0.811224
greenhouse_v2,agrarian,8,39,25751261.98,1079367.4143,255164.0179,24199.3136,696003.552,36.9988,456548.5909,678758.9285,24.4925,0.806122
greenhouse_v2,agrarian,8,40,32611162.54,1454199.6244,341599.1007,32546.1325,939647.3203,34.7057,618414.916,917738.2622,28.1555,0.80102
greenhouse_v2,agrarian,8,41,35851330.26,1711447.0736,399467.1881,38274.5569,1108123.636,32.3532,731682.32,1083892.2774,19.2322,0.795918
greenhouse_v2,agrarian,8,42,39480318.11,2032392.5488,471337.8678,45421.4184,1318600.9384,29.9411,873485.8189,1291669.7393,17.2417,0.790816
greenhouse_v2,agrarian,8,43,43544784.5,2438389.6421,561845.4508,54462.2219,1585211.3134,27.4694,1053481.3156,1555112.3596,15.245,0.785714
greenhouse_v2,agrarian,8,44,48096986.86,2960697.07,677763.9178,66093.0409,1928650.8969,24.9382,1285818.7385,1894790.0379,13.2547,0.780612
greenhouse_v2,agrarian,8,45,53195453.5,3646831.8386,829377.7227,81371.9917,2380391.448,22.3474,1592026.8951,2341990.3917,11.2863,0.77551
greenhouse_v2,agrarian,8,46,58905736.13,4572506.6841,1033057.1229,101985.0561,2990594.1194,19.697,2006434.6068,2946591.3358,9.358,0.770408
greenhouse_v2,agrarian,8,47,65301252.68,5865855.7587,1316484.2789,130785.5447,3844169.7635,16.9871,2587172.6439,3793037.9416,7.4926,0.765306
greenhouse_v2,agrarian,8,48,72464231.22,7761755.8601,1730371.2321,173003.7293,5096791.3819,14.2176,3440844.1106,5036168.0781,5.7184,0.760204
greenhouse_v2,agrarian,8,49,80486767.18,10741236.9191,2378532.2844,239351.2546,7067317.4407,11.3886,4785839.8541,6993156.7483,4.0713,0.755102
greenhouse_v2,agrarian,8,50,104426823.37,18635059.3876,4098653.0376,415132.0626,12285508.63,8.5,8344935.8911,12173735.5096,4.5878,0.75
food_processing_v2,agrarian,9,1,1280538.6,19614.2189,3720.0,875.0,13066.7204,98.0,9236.3751,13699.2189,,1.0
food_processing_v2,agrarian,9,2,1343038.6,20537.2836,3875.1947,903.8249,13709.6897,97.9627,9713.21,14383.195,97.2053,0.994898
food_processing_v2,agrarian,9,3,1413038.6,21587.6643,4052.5048,936.6257,14440.7244,97.8509,10254.7486,15160.5482,95.7547,0.989797
food_processing_v2,agrarian,9,4,1491438.6,22781.366,4254.5417,973.9015,15271.0429,97.6645,10869.3788,16043.2468,94.4216,0.984694
food_processing_v2,agrarian,9,5,1579246.6,24136.6497,4484.2926,1016.2235,16213.4362,97.4036,11566.6574,17044.933,93.1755,0.979592
food_processing_v2,agrarian,9,6,1677591.56,25674.5025,4745.1613,1064.2464,17282.6325,97.0681,12357.6137,18181.3279,91.9803,0.974489
food_processing_v2,agrarian,9,7,1787737.92,27418.9323,5041.039,1118.7208,18495.4801,96.6581,13254.8666,19470.4168,90.8163,0.969388
food_processing_v2,agrarian,9,8,1911101.84,29397.5755,5376.3709,1180.5081,19871.4059,96.1735,14272.9959,20932.9519,89.6588,0.964286
food_processing_v2,agrarian,9,9,2049269.43,31642.0698,5756.2387,1250.5981,21432.6527,95.6144,15428.6996,22592.6966,88.4982,0.959184
food_processing_v2,agrarian,9,10,2237966.81,34710.4005,6280.8331,1346.4138,23562.3436,94.9807,17000.6569,24854.4708,88.6032,0.954082
food_processing_v2,agrarian,9,11,2411284.23,37604.7923,6768.1829,1436.7981,25577.8359,94.2724,18494.7614,26998.1981,85.9926,0.94898
food_processing_v2,agrarian,9,12,2605399.74,40892.3511,7320.3127,1539.4595,27868.3436,93.4896,20193.9523,29435.0486,84.7478,0.943877
food_processing_v2,agrarian,9,13,2822809.11,44628.9383,7946.0316,1656.1436,30473.2839,92.6323,22127.9597,32207.2035,83.4604,0.938776
food_processing_v2,agrarian,9,14,3066307.61,48879.2414,8655.484,1788.8688,33438.3532,91.7003,24331.2984,35363.5879,82.1224,0.933673
food_processing_v2,agrarian,9,15,3339025.93,53718.0888,9460.3618,1939.9732,36816.4458,90.6939,26843.9552,38960.8513,80.7315,0.928571
food_processing_v2,agrarian,9,16,3644470.45,59232.3911,10374.176,2112.1701,40669.0591,89.6129,29712.4787,43064.8857,79.2824,0.923469
food_processing_v2,agrarian,9,17,3986568.31,65523.1418,11412.5582,2308.6137,45067.7138,88.4573,32991.0624,47752.3525,77.7733,0.918367
food_processing_v2,agrarian,9,18,4369717.91,72708.0263,12593.6359,2532.9784,50095.8284,87.2272,36742.9888,53112.7025,76.2014,0.913265
food_processing_v2,agrarian,9,19,4798845.47,80924.403,13938.4754,2789.5542,55850.8449,85.9225,41042.2551,59250.4628,74.5658,0.908163
food_processing_v2,agrarian,9,20,5444590.3,93148.0038,15953.7482,3171.2652,64400.0016,84.5433,47416.5155,68361.9829,75.5332,0.903061
food_processing_v2,agrarian,9,21,5982887.91,103983.2514,17708.9112,3509.6209,72005.3058,83.0895,53113.6134,76480.9121,70.7792,0.897959
food_processing_v2,agrarian,9,22,6585781.23,116425.4134,19715.2225,3898.1568,80746.4696,81.5612,59669.3401,85816.3099,68.9717,0.892857
food_processing_v2,agrarian,9,23,7261021.75,130736.5555,22012.1328,4345.0557,90810.0493,79.9584,67225.9896,96568.6103,67.0974,0.887755
food_processing_v2,agrarian,9,24,8017291.13,147226.7197,24646.1197,4859.9997,102416.9223,78.2809,75952.1965,108975.203,65.157,0.882653
food_processing_v2,agrarian,9,25,8864312.83,166264.0255,27672.1277,5454.484,115829.55,76.5289,86048.5449,123318.2718,63.1511,0.877551
food_processing_v2,agrarian,9,26,9812977.14,188287.1058,31155.3422,6142.2064,131360.9148,74.7024,97754.465,139934.4358,61.0806,0.872449
food_processing_v2,agrarian,9,27,10875481.17,213820.7194,35173.4184,6939.5537,149385.7402,72.8013,111356.8943,159226.857,58.9467,0.867347
food_processing_v2,agrarian,9,28,12065485.68,243495.4046,39819.2743,7866.2155,170354.6259,70.8257,127201.1967,181680.4949,56.751,0.862245
food_processing_v2,agrarian,9,29,13398290.73,278072.3695,45204.6365,8945.9621,194811.9407,68.7755,145704.9788,207881.416,54.4952,0.857143
food_processing_v2,agrarian,9,30,16457664.21,351946.7946,56873.4172,11252.8641,246923.8466,66.6508,184994.4458,263639.6234,58.7078,0.852041
food_processing_v2,agrarian,9,31,18129534.86,400403.9969,64316.4936,12766.0543,281289.6606,64.4515,211082.4028,300499.4674,48.6492,0.846939
food_processing_v2,agrarian,9,32,20002029.99,457320.3803,73016.3906,14543.402,321691.7113,62.1776,241788.3163,343851.5458,46.3465,0.841837
